Nr,Destination,Prefix,Zone,Mobile,Cost
2069,Mauritania,222,5,,1.50
2070,"Mauritania, mobile",2222,5,1,1.70
2071,"Mauritania, mobile",2223,5,1,1.70
2072,"Mauritania, mobile",2224,5,1,1.70
2073,"Mauritania, mobile",222597,5,1,1.70
2074,"Mauritania, mobile",222598,5,1,1.70
2075,"Mauritania, mobile",2226,5,1,1.70
2076,"Mauritania, mobile",2227,5,1,1.70
2077,Mali,223,4,,0.75
2078,"Mali, Bamako",22320,4,,0.75
2079,"Mali, Bamako",223202,4,,0.75
2080,"Mali, Bamako",223207,4,,0.75
2081,"Mali, mobile",2236,4,1,0.95
2082,"Mali, mobile",22360,4,1,0.95
2083,"Mali, mobile",22361,4,1,0.95
2084,"Mali, mobile",22362,4,1,0.95
2085,"Mali, mobile",22363,4,1,0.95
2086,"Mali, mobile",22364,4,1,0.95
2087,"Mali, mobile",22365,4,1,0.95
2088,"Mali, mobile",22366,4,1,0.95
2089,"Mali, mobile",22367,4,1,0.95
2090,"Mali, mobile",22369,4,1,0.95
2091,"Mali, mobile Ikatel",2237,4,1,0.95
2092,"Mali, mobile Ikatel",22370,4,1,0.95
2093,"Mali, mobile Ikatel",22371,4,1,0.95
2094,"Mali, mobile Ikatel",22372,4,1,0.95
2095,"Mali, mobile Ikatel",22373,4,1,0.95
2096,"Mali, mobile Ikatel",223740,4,1,0.95
2097,"Mali, mobile Ikatel",223741,4,1,0.95
2098,"Mali, mobile Ikatel",223744,4,1,0.95
2099,"Mali, mobile Ikatel",223745,4,1,0.95
2100,"Mali, mobile Ikatel",223746,4,1,0.95
2101,"Mali, mobile Ikatel",223747,4,1,0.95
2102,"Mali, mobile Ikatel",22375,4,1,0.95
2103,"Mali, mobile Ikatel",22376,4,1,0.95
2104,"Mali, mobile Ikatel",22377,4,1,0.95
2105,"Mali, mobile Ikatel",223781,4,1,0.95
2106,"Mali, mobile Ikatel",223782,4,1,0.95
2107,"Mali, mobile Ikatel",223783,4,1,0.95
2108,"Mali, mobile Ikatel",223784,4,1,0.95
2109,"Mali, mobile Ikatel",223785,4,1,0.95
2110,"Mali, mobile Ikatel",223786,4,1,0.95
2111,"Mali, mobile Ikatel",223787,4,1,0.95
2112,"Mali, mobile Ikatel",223788,4,1,0.95
2113,"Mali, mobile Ikatel",223789,4,1,0.95
2114,"Mali, mobile Ikatel",223790,4,1,0.95
2115,"Mali, mobile Ikatel",223791,4,1,0.95
2116,"Mali, mobile Ikatel",223792,4,1,0.95
2117,"Mali, mobile Ikatel",223793,4,1,0.95
2118,"Mali, mobile Ikatel",223794,4,1,0.95
2119,"Mali, mobile Ikatel",22390,4,1,0.95
2120,"Mali, mobile Ikatel",22391,4,1,0.95
2121,Guinea,224,5,,1.50
2122,"Guinea, mobile Areeba",22424,5,1,1.70
2123,"Guinea, mobile Sotelgui",22460,5,1,1.70
2124,"Guinea, mobile Orange",22462,5,1,1.70
2125,"Guinea, mobile Intercel",22463,5,1,1.70
2126,"Guinea, mobile Areeba",22464,5,1,1.70
2127,"Guinea, mobile Cellcom",22465,5,1,1.70
2128,"Guinea, mobile Areeba",22466,5,1,1.70
2129,"Guinea, mobile Cellcom",22467,5,1,1.70
2130,"Guinea, mobile Orange",22468,5,1,1.70
2131,"Guinea, mobile Areeba",22469,5,1,1.70
2132,"Guinea, mobile Orange",22472,5,1,1.70
2133,"Guinea, mobile",22479,5,1,1.70
2134,Ivory Coast,225,4,,0.75
2135,"Ivory Coast, mobile Moov",22501,4,1,0.95
2136,"Ivory Coast, mobile Moov",22502,4,1,0.95
2137,"Ivory Coast, mobile Moov",22503,4,1,0.95
2138,"Ivory Coast, mobile MTN",22504,4,1,0.95
2139,"Ivory Coast, mobile MTN",22505,4,1,0.95
2140,"Ivory Coast, mobile MTN",22506,4,1,0.95
2141,"Ivory Coast, mobile Orange",22507,4,1,0.95
2142,"Ivory Coast, mobile Orange",22508,4,1,0.95
2143,"Ivory Coast, mobile Orange",22509,4,1,0.95
2144,"Ivory Coast, Special Services",2252170,7,,0.24
2145,"Ivory Coast, mobile Moov",22540,4,1,0.95
2146,"Ivory Coast, mobile Moov",22541,4,1,0.95
2147,"Ivory Coast, mobile Moov",22542,4,1,0.95
2148,"Ivory Coast, mobile MTN",22544,4,1,0.95
2149,"Ivory Coast, mobile MTN",22545,4,1,0.95
2150,"Ivory Coast, mobile MTN",22546,4,1,0.95
2151,"Ivory Coast, mobile Orange",22547,4,1,0.95
2152,"Ivory Coast, mobile Orange",22548,4,1,0.95
2153,"Ivory Coast, mobile Orange",22549,4,1,0.95
2154,"Ivory Coast, mobile MTN",22555,4,1,0.95
2155,"Ivory Coast, mobile MTN",22556,4,1,0.95
2156,"Ivory Coast, mobile Orange",22557,4,1,0.95
2157,"Ivory Coast, mobile Orange",22558,4,1,0.95
2158,"Ivory Coast, mobile Orange",225580,4,1,0.95
2159,"Ivory Coast, mobile Orange",225581,4,1,0.95
2160,"Ivory Coast, mobile Orange",22559,4,1,0.95
2161,"Ivory Coast, mobile Oricel",22560,4,1,0.95
2162,"Ivory Coast, mobile Oricel",22561,4,1,0.95
2163,"Ivory Coast, mobile",22565,4,1,0.95
2164,"Ivory Coast, mobile",22566,4,1,0.95
2165,"Ivory Coast, mobile",22567,4,1,0.95
2166,"Ivory Coast, Special Services",2259040,7,,0.24
2167,Burkina Faso,226,4,,0.75
2168,"Burkina Faso, mobile",22660,4,1,0.95
2169,"Burkina Faso, mobile",22661,4,1,0.95
2170,"Burkina Faso, mobile",22662,4,1,0.95
2171,"Burkina Faso, mobile",22664,4,1,0.95
2172,"Burkina Faso, mobile",22665,4,1,0.95
2173,"Burkina Faso, mobile",22666,4,1,0.95
2174,"Burkina Faso, mobile",22668,4,1,0.95
2175,"Burkina Faso, mobile",22670,4,1,0.95
2176,"Burkina Faso, mobile",22671,4,1,0.95
2177,"Burkina Faso, mobile",22672,4,1,0.95
2178,"Burkina Faso, mobile",22673,4,1,0.95
2179,"Burkina Faso, mobile",22674,4,1,0.95
2180,"Burkina Faso, mobile",22675,4,1,0.95
2181,"Burkina Faso, mobile",22676,4,1,0.95
2182,"Burkina Faso, mobile",22677,4,1,0.95
2183,"Burkina Faso, mobile",22678,4,1,0.95
2184,"Burkina Faso, mobile",22679,4,1,0.95
2185,Niger,227,4,,0.75
2186,"Niger, mobile",22723,4,1,0.95
2187,"Niger, mobile",2279,4,1,0.95
2188,Togo,228,4,,0.75
2189,"Togo, mobile",2289,4,1,0.95
2190,"Togo, mobile Togocell",22890,4,1,0.95
2191,"Togo, mobile Togocell",22891,4,1,0.95
2192,"Togo, mobile Togocell",22892,4,1,0.95
2193,"Togo, mobile Atlantique Telecom Togo",22898,4,1,0.95
2194,"Togo, mobile Atlantique Telecom Togo",22899,4,1,0.95
2195,Benin,229,4,,0.75
2196,"Benin, mobile TELCEL",22964,4,1,0.95
2197,"Benin, mobile MTN",22966,4,1,0.95
2198,"Benin, mobile MTN",22967,4,1,0.95
2199,"Benin, mobile Bell Benin",2299,4,1,0.95
2200,"Benin, mobile Libercom",22990,4,1,0.95
2201,"Benin, mobile Bell Benin",22993,4,1,0.95
2202,"Benin, mobile TELCEL",22994,4,1,0.95
2203,"Benin, mobile TELCEL",22995,4,1,0.95
2204,"Benin, mobile MTN",22996,4,1,0.95
2205,"Benin, mobile MTN",22997,4,1,0.95
2206,"Benin, mobile GLOMOB",22998,4,1,0.95
2207,"Benin, mobile GLOMOB",22999,4,1,0.95
2208,Mauritius,230,3,,0.30
2209,"Mauritius, mobile",23025,3,1,0.50
2210,"Mauritius, mobile",230421,3,1,0.50
2211,"Mauritius, mobile",230422,3,1,0.50
2212,"Mauritius, mobile",230423,3,1,0.50
2213,"Mauritius, mobile",230428,3,1,0.50
2214,"Mauritius, mobile",230429,3,1,0.50
2215,"Mauritius, mobile",23049,3,1,0.50
2216,"Mauritius, mobile",230578,3,1,0.50
2217,Mauritius,2307,3,,0.30
2218,"Mauritius, mobile",23070,3,1,0.50
2219,"Mauritius, mobile",23071,3,1,0.50
2220,"Mauritius, mobile",23072,3,1,0.50
2221,"Mauritius, mobile",23073,3,1,0.50
2222,"Mauritius, mobile",23074,3,1,0.50
2223,"Mauritius, mobile",23075,3,1,0.50
2224,"Mauritius, mobile",23076,3,1,0.50
2225,"Mauritius, mobile",23077,3,1,0.50
2226,"Mauritius, mobile",23078,3,1,0.50
2227,"Mauritius, mobile",23079,3,1,0.50
2228,Mauritius,230871,3,,0.30
2229,"Mauritius, mobile",230875,3,1,0.50
2230,"Mauritius, mobile",230876,3,1,0.50
2231,"Mauritius, mobile",230877,3,1,0.50
2232,"Mauritius, mobile",23091,3,1,0.50
2233,"Mauritius, mobile",23092,3,1,0.50
2234,"Mauritius, mobile",23093,3,1,0.50
2235,"Mauritius, mobile",23094,3,1,0.50
2236,"Mauritius, mobile",23095,3,1,0.50
2237,"Mauritius, mobile",23096,3,1,0.50
2238,"Mauritius, mobile",23097,3,1,0.50
2239,"Mauritius, mobile",23098,3,1,0.50
2240,Liberia,231,5,,1.50
2241,"Liberia, mobile",23103,5,1,1.70
2242,"Liberia, mobile",23128,5,1,1.70
2243,"Liberia, mobile",23138,5,1,1.70
2244,"Liberia, mobile",23139,5,1,1.70
2245,"Liberia, mobile",2314,5,1,1.70
2246,"Liberia, Special Services",2314191,7,,0.33
2247,"Liberia, Special Services",2314192,7,,0.33
2248,"Liberia, Special Services",2314198,7,,0.33
2249,"Liberia, Special Services",2314199,7,,0.33
2250,"Liberia, Special Services",2314292,7,,0.33
2251,"Liberia, Special Services",2314299,7,,0.33
2252,"Liberia, Special Services",2314499,7,,0.33
2253,"Liberia, Special Services",2314599,7,,0.33
2254,"Liberia, Special Services",2314799,7,,0.33
2255,"Liberia, mobile",2315,5,1,1.70
2256,"Liberia, mobile",2316,5,1,1.70
2257,"Liberia, mobile",2317,5,1,1.70
2258,"Liberia, mobile MTN",23188,5,1,1.70
2259,"Liberia, mobile",2319,5,1,1.70
2260,"Liberia, mobile",23199,5,1,1.70
2261,Sierra Leone,232,5,,1.50
2262,"Sierra Leone, mobile",23221,5,1,1.70
2263,"Sierra Leone, mobile",23225,5,1,1.70
2264,"Sierra Leone, mobile",23230,5,1,1.70
2265,"Sierra Leone, mobile",23233,5,1,1.70
2266,"Sierra Leone, mobile",23234,5,1,1.70
2267,"Sierra Leone, mobile",23240,5,1,1.70
2268,"Sierra Leone, mobile",23244,5,1,1.70
2269,"Sierra Leone, mobile",23250,5,1,1.70
2270,"Sierra Leone, mobile",23255,5,1,1.70
2271,"Sierra Leone, mobile",23276,5,1,1.70
2272,"Sierra Leone, mobile",23277,5,1,1.70
2273,"Sierra Leone, mobile",23278,5,1,1.70
2274,"Sierra Leone, mobile",23279,5,1,1.70
2275,"Sierra Leone, mobile",23288,5,1,1.70
2276,Ghana,233,4,,0.75
2277,"Ghana, mobile",23320,4,1,0.95
2278,"Ghana, Accra",23321,4,,0.75
2279,"Ghana, mobile",23323,4,1,0.95
2280,"Ghana, mobile MTN",23324,4,1,0.95
2281,"Ghana, mobile",23326,4,1,0.95
2282,"Ghana, mobile",23327,4,1,0.95
2283,"Ghana, mobile",23328,4,1,0.95
2284,"Ghana, mobile",23329,4,1,0.95
2285,"Ghana, mobile",23350,4,1,0.95
2286,"Ghana, mobile MTN",23354,4,1,0.95
2287,"Ghana, mobile",23357,4,1,0.95
2288,Nigeria,234,2,,0.20
2289,"Nigeria, Lagos",2341,2,,0.20
2290,"Nigeria, mobile",234700,2,1,0.40
2291,"Nigeria, mobile",2347020,2,1,0.40
2292,"Nigeria, mobile",2347021,2,1,0.40
2293,"Nigeria, mobile",2347022,2,1,0.40
2294,"Nigeria, mobile",2347023,2,1,0.40
2295,"Nigeria, mobile",2347024,2,1,0.40
2296,"Nigeria, mobile",2347025,2,1,0.40
2297,"Nigeria, mobile",2347026,2,1,0.40
2298,"Nigeria, mobile",2347027,2,1,0.40
2299,"Nigeria, mobile",2347028,2,1,0.40
2300,"Nigeria, mobile",2347029,2,1,0.40
2301,"Nigeria, mobile MTN",234703,2,1,0.40
2302,"Nigeria, mobile",234704,2,1,0.40
2303,"Nigeria, mobile Globacom",234705,2,1,0.40
2304,"Nigeria, mobile MTN",234706,2,1,0.40
2305,"Nigeria, mobile",234707,2,1,0.40
2306,"Nigeria, mobile Econet",234708,2,1,0.40
2307,"Nigeria, mobile",234709,2,1,0.40
2308,"Nigeria, mobile",23480,2,1,0.40
2309,"Nigeria, mobile Econet",234802,2,1,0.40
2310,"Nigeria, mobile MTN",234803,2,1,0.40
2311,"Nigeria, mobile MTEL",234804,2,1,0.40
2312,"Nigeria, mobile Globacom",234805,2,1,0.40
2313,"Nigeria, mobile MTN",234806,2,1,0.40
2314,"Nigeria, mobile Globacom",234807,2,1,0.40
2315,"Nigeria, mobile Econet",234808,2,1,0.40
2316,"Nigeria, mobile",234809,2,1,0.40
2317,"Nigeria, mobile MTN",234810,2,1,0.40
2318,"Nigeria, mobile Econet",234812,2,1,0.40
2319,"Nigeria, mobile MTN",234813,2,1,0.40
2320,"Nigeria, mobile Globacom",234815,2,1,0.40
2321,"Nigeria, mobile MTN",234816,2,1,0.40
2322,"Nigeria, mobile",234817,2,1,0.40
2323,"Nigeria, mobile",234818,2,1,0.40
2324,"Nigeria, mobile",2348190,2,1,0.40
2325,"Nigeria, mobile",2348191,2,1,0.40
2326,"Nigeria, mobile",23490,2,1,0.40
2327,Chad,235,4,,0.75
2328,"Chad, mobile",235222,4,1,0.95
2329,"Chad, mobile",235223,4,1,0.95
2330,"Chad, mobile",235224,4,1,0.95
2331,"Chad, mobile",235227,4,1,0.95
2332,"Chad, mobile",235228,4,1,0.95
2333,"Chad, mobile",2353,4,1,0.95
2334,"Chad, Special Services",23535,7,,0.45
2335,"Chad, mobile",2355,4,1,0.95
2336,"Chad, mobile",2356,4,1,0.95
2337,"Chad, mobile",2357,4,1,0.95
2338,"Chad, mobile",2359,4,1,0.95
2339,Central African Rep,236,5,,1.50
2340,"Central African Rep, Special Services",23621,7,,0.26
2341,"Central African Rep, Special Services",23622,7,,0.26
2342,"Central African Rep, Special Services",23636,7,,0.26
2343,"Central African Rep, mobile",23670,5,1,1.70
2344,"Central African Rep, mobile",23672,5,1,1.70
2345,"Central African Rep, Special Services",23674,7,,0.26
2346,"Central African Rep, mobile",23675,5,1,1.70
2347,"Central African Rep, mobile",23677,5,1,1.70
2348,"Central African Rep, Special Services",2368776,7,,0.26
2349,Cameroon,237,4,,0.75
2350,"Cameroon, mobile",23750,4,1,0.95
2351,"Cameroon, mobile",23751,4,1,0.95
2352,"Cameroon, mobile Orange",23755,4,1,0.95
2353,"Cameroon, mobile",2377,4,1,0.95
2354,"Cameroon, mobile Orange",2379,4,1,0.95
2355,Cape Verde Islands,238,4,,0.75
2356,"Cape Verde Islands, mobile",23818,4,1,0.95
2357,"Cape Verde Islands, mobile",2385,4,1,0.95
2358,"Cape Verde Islands, mobile",2389,4,1,0.95
2359,Sao Tome & Principe,239,6,,3.50
2360,"Sao Tome & Principe, mobile",2399,6,1,3.70
2361,Equatorial Guinea,240,4,,0.75
2362,"Equatorial Guinea, mobile",2402,4,1,0.95
2363,Gabon,241,5,,1.50
2364,"Gabon, mobile",24103,5,1,1.70
2365,"Gabon, mobile",24104,5,1,1.70
2366,"Gabon, mobile",24105,5,1,1.70
2367,"Gabon, mobile",24106,5,1,1.70
2368,"Gabon, mobile",24107,5,1,1.70
2369,Congo,242,5,,1.50
2370,"Congo, mobile",24201,5,1,1.70
2371,"Congo, mobile",24204,5,1,1.70
2372,"Congo, mobile",24205,5,1,1.70
2373,"Congo, mobile",24206,5,1,1.70
2374,Congo Democratic Republic,243,5,,1.50
2375,"Congo Democratic Republic, mobile",243123,5,1,1.70
2376,"Congo Democratic Republic, mobile",2437,5,1,1.70
2377,"Congo Democratic Republic, mobile",2438,5,1,1.70
2378,"Congo Democratic Republic, mobile Vodacom",24381,5,1,1.70
2379,"Congo Democratic Republic, mobile Vodacom",24382,5,1,1.70
2380,"Congo Democratic Republic, CCT mobile",24384,5,1,1.70
2381,"Congo Democratic Republic, CCT mobile",24385,5,1,1.70
2382,"Congo Democratic Republic, Tigo mobile",24389,5,1,1.70
2383,"Congo Democratic Republic, mobile",2439,5,1,1.70
2384,"Congo Democratic Republic, Celtel mobile",24397,5,1,1.70
2385,"Congo Democratic Republic, Celtel mobile",24399,5,1,1.70
2386,Angola,244,2,,0.20
2387,"Angola, mobile",24491,2,1,0.40
2388,"Angola, mobile",24492,2,1,0.40
2389,"Angola, mobile",24493,2,1,0.40
2390,Guinea-Bissau,245,5,,1.50
2391,"Guinea-Bissau, mobile",2455,5,1,1.70
2392,"Guinea-Bissau, mobile",2456,5,1,1.70
2393,"Guinea-Bissau, mobile",24566,5,1,1.70
2394,"Guinea-Bissau, mobile",2457,5,1,1.70
2395,"Guinea-Bissau, mobile",24572,5,1,1.70
2396,"Guinea-Bissau, mobile",24587,5,1,1.70
2397,Diego Garcia,246,7,,9.95
2398,Ascension Island,247,6,,3.50
2399,Seychelles island,248,5,,1.50
2400,"Seychelles Island, mobile",2485,5,1,1.70
2401,"Seychelles Island, mobile",2487,5,1,1.70
2402,Sudan,249,4,,0.75
2403,"Sudan, mobile",24911,4,1,0.95
2404,"Sudan, mobile",24912,4,1,0.95
2405,"Sudan, mobile",249703,4,1,0.95
2406,"Sudan, mobile",24990,4,1,0.95
2407,"Sudan, mobile",24991,4,1,0.95
2408,"Sudan, mobile",24992,4,1,0.95
2409,"Sudan, mobile",24995,4,1,0.95
2410,"Sudan, mobile",24999,4,1,0.95
2411,Rwanda,250,4,,0.75
2412,"Rwanda, mobile",25008,4,1,0.95
2413,"Rwanda, mobile",25072,4,1,0.95
2414,"Rwanda, mobile",25073,4,1,0.95
2415,"Rwanda, mobile",25075,4,1,0.95
2416,"Rwanda, mobile",25078,4,1,0.95
2417,Ethiopia,251,4,,0.75
2418,"Ethiopia, Addis Abeba",25111,4,,0.75
2419,"Ethiopia, mobile",25191,4,1,0.95
2420,"Ethiopia, mobile ETA",251910,4,1,0.95
2421,"Ethiopia, mobile ETA",251911,4,1,0.95
2422,"Ethiopia, mobile ETA",251912,4,1,0.95
2423,"Ethiopia, mobile ETA",251913,4,1,0.95
2424,"Ethiopia, mobile",251914,4,1,0.95
2425,"Ethiopia, mobile",251915,4,1,0.95
2426,"Ethiopia, mobile",251916,4,1,0.95
2427,"Ethiopia, mobile",251917,4,1,0.95
2428,"Ethiopia, mobile",251918,4,1,0.95
2429,"Ethiopia, mobile ETA",251920,4,1,0.95
2430,"Ethiopia, mobile ETA",251921,4,1,0.95
2431,"Ethiopia, mobile ETA",251922,4,1,0.95
2432,"Ethiopia, mobile ETA",251923,4,1,0.95
2433,"Ethiopia, mobile",251924,4,1,0.95
2434,"Ethiopia, mobile",251925,4,1,0.95
2435,"Ethiopia, mobile",251926,4,1,0.95
2436,"Ethiopia, mobile",251927,4,1,0.95
2437,"Ethiopia, mobile",251928,4,1,0.95
2438,"Ethiopia, mobile ETA",251929,4,1,0.95
2439,"Ethiopia, mobile ETA",251930,4,1,0.95
2440,"Ethiopia, mobile ETA",251931,4,1,0.95
2441,"Ethiopia, mobile ETA",251932,4,1,0.95
2442,"Ethiopia, mobile ETA",251933,4,1,0.95
2443,"Ethiopia, mobile ETA",2519580,4,1,0.95
2444,"Ethiopia, mobile ETA",2519581,4,1,0.95
2445,"Ethiopia, mobile ETA",2519582,4,1,0.95
2446,"Ethiopia, mobile ETA",2519583,4,1,0.95
2447,"Ethiopia, mobile",2519584,4,1,0.95
2448,"Ethiopia, mobile",2519585,4,1,0.95
2449,"Ethiopia, mobile",2519586,4,1,0.95
2450,"Ethiopia, mobile",2519587,4,1,0.95
2451,"Ethiopia, mobile",2519588,4,1,0.95
2452,"Ethiopia, mobile",2519589,4,1,0.95
2453,"Ethiopia, mobile",251959,4,1,0.95
2454,"Ethiopia, mobile",25198,4,1,0.95
2455,Somalia,252,5,,1.50
2456,"Somalia, Mogadiscio",2521,5,,1.50
2457,Somalia,25215,5,,1.50
2458,Somalia,25216,5,,1.50
2459,Somalia,25218,5,,1.50
2460,Somalia,25234,5,,1.50
2461,Somalia,25239,5,,1.50
2462,Somalia,25243,5,,1.50
2463,Somalia,25247,5,,1.50
2464,Djibouti,253,4,,0.75
2465,"Djibouti, mobile",25380,4,1,0.95
2466,"Djibouti, mobile",25381,4,1,0.95
2467,"Djibouti, mobile",25382,4,1,0.95
2468,"Djibouti, mobile",25383,4,1,0.95
2469,"Djibouti, mobile",25384,4,1,0.95
2470,"Djibouti, mobile",25385,4,1,0.95
2471,Kenya,254,3,,0.30
2472,"Kenya, Nairobi",25420,3,,0.30
2473,"Kenya, mobile",2547,3,1,0.50
2474,"Kenya, mobile Safaricom",254700,3,1,0.50
2475,"Kenya, mobile Safaricom",254701,3,1,0.50
2476,"Kenya, mobile Safaricom",254702,3,1,0.50
2477,"Kenya, mobile Safaricom",254703,3,1,0.50
2478,"Kenya, mobile Safaricom",254704,3,1,0.50
2479,"Kenya, mobile Safaricom",254705,3,1,0.50
2480,"Kenya, mobile Safaricom",254706,3,1,0.50
2481,"Kenya, mobile Safaricom",254707,3,1,0.50
2482,"Kenya, mobile Safaricom",254708,3,1,0.50
2483,"Kenya, mobile Safaricom",25471,3,1,0.50
2484,"Kenya, mobile Safaricom",25472,3,1,0.50
2485,Tanzania,255,4,,0.75
2486,"Tanzania, Dar es Salaam",25522,4,,0.75
2487,"Tanzania, Zanzibar",25524,4,,0.75
2488,"Tanzania, mobile",25561,4,1,0.95
2489,"Tanzania, mobile",25565,4,1,0.95
2490,"Tanzania, mobile",25568,4,1,0.95
2491,"Tanzania, mobile",2557,4,1,0.95
2492,Uganda,256,4,,0.75
2493,"Uganda, mobile",256204,4,1,0.95
2494,"Uganda, mobile",25632,4,1,0.95
2495,"Uganda, mobile",25639,4,1,0.95
2496,"Uganda, mobile",256477,4,1,0.95
2497,"Uganda, mobile",2567,4,1,0.95
2498,"Uganda, mobile",25670,4,1,0.95
2499,"Uganda, mobile",25671,4,1,0.95
2500,"Uganda, mobile",25675,4,1,0.95
2501,"Uganda, mobile",25676,4,1,0.95
2502,"Uganda, mobile",25677,4,1,0.95
2503,"Uganda, mobile",25678,4,1,0.95
2504,"Uganda, mobile",25679,4,1,0.95
2505,"Uganda, mobile",256902,4,1,0.95
2506,Burundi,257,5,,1.50
2507,"Burundi, mobile",25729,5,1,1.70
2508,"Burundi, mobile",2576,5,1,1.70
2509,"Burundi, mobile",2577,5,1,1.70
2510,"Burundi, mobile",25771,5,1,1.70
2511,"Burundi, mobile",25774,5,1,1.70
2512,"Burundi, mobile",25775,5,1,1.70
2513,"Burundi, mobile",25776,5,1,1.70
2514,"Burundi, mobile",25777,5,1,1.70
2515,"Burundi, mobile",25778,5,1,1.70
2516,"Burundi, mobile",25779,5,1,1.70
2517,"Burundi, mobile",2578,5,1,1.70
2518,"Burundi, mobile",2579,5,1,1.70
2519,Mozambique,258,3,,0.30
2520,"Mozambique, mobile",25882,3,1,0.50
2521,"Mozambique, mobile",25884,3,1,0.50
2522,"Mozambique, mobile",25886,3,1,0.50
2523,Zambia,260,2,,0.20
2524,"Zambia, mobile",2609,2,1,0.40
2525,Madagascar,261,5,,1.50
2526,"Madagascar, Special Services",261200,7,,0.49
2527,"Madagascar, Special Services",26122,7,,0.49
2528,"Madagascar, mobile",26130,5,1,1.70
2529,"Madagascar, mobile Orange",26132,5,1,1.70
2530,"Madagascar, mobile Madacom",26133,5,1,1.70
2531,"Madagascar, mobile",26134,5,1,1.70
2532,Mayotte and Reunion,262,3,,0.30
2533,Zimbabwe,263,4,,0.75
2534,"Zimbabwe, mobile",26311,4,1,0.95
2535,"Zimbabwe, mobile Telcel",26323,4,1,0.95
2536,"Zimbabwe, mobile",26371,4,1,0.95
2537,"Zimbabwe, mobile Telcel",26373,4,1,0.95
2538,"Zimbabwe, mobile Econet",26377,4,1,0.95
2539,"Zimbabwe, mobile Econet",26391,4,1,0.95
2540,Namibia,264,3,,0.30
2541,"Namibia, mobile",26481,3,1,0.50
2542,"Namibia, mobile",26485,3,1,0.50
2543,Malawi,265,2,,0.20
2544,"Malawi, mobile",2658,2,1,0.40
2545,"Malawi, mobile",26588,2,1,0.40
2546,"Malawi, mobile",2659,2,1,0.40
2547,"Malawi, mobile",26599,2,1,0.40
2548,Lesotho,266,4,,0.75
2549,"Lesotho, mobile",2665,4,1,0.95
2550,"Lesotho, mobile",2666,4,1,0.95
2551,Botswana,267,3,,0.30
2552,"Botswana, mobile",2677,3,1,0.50
2553,Swaziland,268,4,,0.75
2554,"Swaziland, mobile",2686,4,1,0.95
2555,"Swaziland, mobile",26860,4,1,0.95
2556,"Swaziland, mobile",26861,4,1,0.95
2557,"Swaziland, mobile",26862,4,1,0.95
2558,"Swaziland, mobile",26863,4,1,0.95
2559,"Swaziland, mobile",26864,4,1,0.95
2560,"Swaziland, mobile",26876,4,1,0.95
2561,"Swaziland, mobile",26877,4,1,0.95
2562,"Swaziland, mobile",26878,4,1,0.95
